응답자 ID,Training 선호 스타일,Training 비선호 스타일,Validation 선호 스타일,Validation 비선호 스타일
61215,W_03144_50_classic_W_099444.json,"T_09620_00_ecology_W_099433.json, T_04251_10_sportivecasual_W_099442.json",W_03144_50_classic_W_099444.json,
61227,"W_12813_50_ivy_M_099519.json, W_12874_60_mods_M_099495.json","W_15861_60_mods_M_099487.json, W_16642_50_ivy_M_099478.json, W_15593_70_hippie_M_099513.json, W_10804_50_ivy_M_099511.json, W_16047_70_hippie_M_099505.json, W_12593_00_metrosexual_M_099499.json, W_10079_60_mods_M_099520.json, W_09183_50_ivy_M_099503.json",,"W_17539_00_metrosexual_M_099516.json, W_16047_70_hippie_M_099505.json, W_10079_60_mods_M_099520.json"
28460,W_12821_50_ivy_M_045887.json,"W_15782_70_hippie_M_045889.json, W_10134_50_ivy_M_045896.json, W_10065_60_mods_M_045913.json, W_06812_50_ivy_M_045879.json, W_15080_50_ivy_M_045912.json, W_16023_80_bold_M_045915.json, W_00105_00_metrosexual_M_045901.json",W_02701_60_mods_M_045872.json,W_15499_70_hippie_M_045898.json
61231,,T_21122_70_hippie_W_099540.json,,
28465,,"W_39065_60_minimal_W_045955.json, W_30671_70_hippie_W_045931.json",,W_30671_70_hippie_W_045931.json
61234,T_10792_19_genderless_W_099593.json,"W_21992_60_minimal_W_099620.json, T_10511_90_grunge_W_099582.json, T_12983_90_lingerie_W_099607.json, T_12148_19_lounge_W_099601.json",,W_21992_60_minimal_W_099620.json
28468,"W_04632_90_hiphop_M_045983.json, W_12309_80_bold_M_045990.json, W_09797_50_ivy_M_045979.json, W_02900_60_mods_M_045972.json, W_12744_50_ivy_M_046004.json, W_04751_10_sportivecasual_M_046002.json, W_07021_90_hiphop_M_046008.json","W_12805_50_ivy_M_046012.json, W_15464_70_hippie_M_046014.json, W_10082_50_ivy_M_045971.json, W_11103_00_metrosexual_M_046001.json, W_15587_70_hippie_M_045998.json","W_12309_80_bold_M_045990.json, W_12744_50_ivy_M_046004.json",W_15699_70_hippie_M_046006.json
12084,W_07418_50_feminine_W_016118.json,W_46697_60_minimal_W_016111.json,,
61242,,W_45035_10_sportivecasual_W_099659.json,,
61243,"W_42314_70_hippie_W_099721.json, W_03472_00_ecology_W_099724.json, W_08993_10_athleisure_W_099709.json",W_43570_90_hiphop_W_099723.json,,
28479,,W_31120_90_hiphop_M_046088.json,,
61248,,"W_19301_50_feminine_W_099761.json, T_05603_19_normcore_W_099735.json",,
28481,"W_00860_00_metrosexual_M_046128.json, W_00530_10_sportivecasual_M_046137.json","W_12904_50_ivy_M_046123.json, W_10804_50_ivy_M_046156.json, W_16444_10_sportivecasual_M_046129.json",W_15684_70_hippie_M_046158.json,"W_12904_50_ivy_M_046123.json, W_16444_10_sportivecasual_M_046129.json, W_16347_70_hippie_M_046133.json"
61250,"W_46062_60_minimal_W_099820.json, W_51660_19_normcore_W_099801.json, W_62690_00_oriental_W_099824.json, W_45147_00_ecology_W_099783.json, W_47873_70_punk_W_099796.json, W_62541_90_kitsch_W_099790.json, W_47251_70_hippie_W_099813.json, W_68175_19_normcore_W_099785.json, W_42248_70_punk_W_099821.json, W_13173_50_feminine_W_099794.json, W_40202_60_popart_W_099812.json, W_62598_19_normcore_W_099818.json, W_48205_10_athleisure_W_099809.json, W_61215_19_normcore_W_099826.json, W_08913_10_athleisure_W_099784.json, W_40873_90_kitsch_W_099798.json, W_13018_50_feminine_W_099819.json, W_18733_50_feminine_W_099811.json, W_01933_50_feminine_W_099786.json, W_65122_10_sportivecasual_W_099792.json","W_34093_60_minimal_W_099804.json, W_48362_60_popart_W_099787.json, W_21868_00_ecology_W_099791.json, W_31946_90_lingerie_W_099815.json, W_34159_10_athleisure_W_099817.json, W_26909_60_space_W_099795.json, W_45796_00_ecology_W_099799.json, W_49255_90_grunge_W_099807.json, W_22452_00_oriental_W_099808.json, W_20251_19_normcore_W_099793.json, W_46374_70_hippie_W_099788.json, W_55529_10_sportivecasual_W_099800.json, W_50131_10_sportivecasual_W_099825.json, W_42046_70_punk_W_099805.json, W_50293_19_normcore_W_099802.json, W_30840_60_popart_W_099779.json, W_50640_00_oriental_W_099816.json, W_61790_10_sportivecasual_W_099827.json, W_40689_80_bodyconscious_W_099789.json, W_57375_90_kitsch_W_099823.json, W_43573_90_hiphop_W_099782.json","W_28373_80_powersuit_W_099814.json, W_29347_80_bodyconscious_W_099806.json, W_34504_80_bodyconscious_W_099781.json, W_01387_50_feminine_W_099803.json, W_62253_19_lounge_W_099810.json, W_44789_80_powersuit_W_099822.json, W_10184_50_feminine_W_099778.json, W_08913_10_athleisure_W_099784.json, W_47408_80_powersuit_W_099797.json, W_01933_50_feminine_W_099786.json, W_65122_10_sportivecasual_W_099792.json","W_34093_60_minimal_W_099804.json, W_20986_70_disco_W_099780.json, W_61790_10_sportivecasual_W_099827.json"
28482,W_24102_60_mods_M_046182.json,"W_00079_60_mods_M_046174.json, W_26196_50_ivy_M_046165.json",W_24102_60_mods_M_046182.json,
61254,,W_34573_10_sportivecasual_W_099842.json,,
28489,"T_08301_90_kitsch_W_046260.json, T_09542_19_normcore_W_046247.json, W_40860_70_punk_W_046225.json, W_09295_50_classic_W_046231.json","T_12398_19_genderless_W_046255.json, W_19846_60_popart_W_046224.json",W_09295_50_classic_W_046231.json,
61260,W_12805_50_ivy_M_099894.json,"W_16066_80_bold_M_099897.json, W_15453_70_hippie_M_099880.json, W_15480_70_hippie_M_099905.json, W_09119_60_mods_M_099904.json, W_17944_70_hippie_M_099921.json",,"W_09119_60_mods_M_099904.json, W_17944_70_hippie_M_099921.json"
28495,,W_15820_70_hippie_M_046302.json,,
61269,"W_05469_10_athleisure_W_099967.json, W_02305_90_kitsch_W_099940.json, W_08410_00_cityglam_W_099933.json","W_08482_80_bodyconscious_W_099947.json, W_08467_80_bodyconscious_W_099931.json",W_01896_10_sportivecasual_W_099950.json,W_08467_80_bodyconscious_W_099931.json
28503,"W_16762_00_metrosexual_M_046355.json, W_16090_80_bold_M_046353.json, W_04377_10_sportivecasual_M_046333.json, W_04279_70_hippie_M_046311.json, W_00495_60_mods_M_046318.json, W_00103_70_hippie_M_046352.json, W_16589_00_metrosexual_M_046347.json, W_17940_60_mods_M_046343.json","W_16539_50_ivy_M_046350.json, W_15623_70_hippie_M_046336.json, W_09259_90_hiphop_M_046321.json","W_00103_70_hippie_M_046352.json, W_12599_60_mods_M_046335.json, W_06626_00_metrosexual_M_046322.json",
28507,"W_09785_19_normcore_M_046426.json, W_25380_60_mods_M_046429.json","W_26530_00_metrosexual_M_046416.json, W_12322_50_ivy_M_046428.json, W_24039_00_metrosexual_M_046441.json","W_06797_70_hippie_M_046413.json, W_26179_60_mods_M_046420.json",
12124,,"W_12453_10_sportivecasual_M_016149.json, W_24109_60_mods_M_016161.json, W_24811_60_mods_M_016153.json, W_00047_70_hippie_M_016137.json, W_30112_50_ivy_M_016135.json",,"W_12453_10_sportivecasual_M_016149.json, W_16034_80_bold_M_016163.json, W_24109_60_mods_M_016161.json"
61275,,"W_44153_10_sportivecasual_W_100050.json, W_40876_70_punk_W_100030.json",,
61279,"W_30443_60_mods_M_100084.json, W_12828_50_ivy_M_100075.json, W_16906_10_sportivecasual_M_100119.json","W_15343_50_ivy_M_100091.json, W_24825_80_bold_M_100102.json, W_16180_50_ivy_M_100083.json, W_17414_70_hippie_M_100077.json",W_16906_10_sportivecasual_M_100119.json,W_17414_70_hippie_M_100077.json
28515,"W_29423_90_hiphop_M_046473.json, T_17962_19_normcore_M_046493.json","W_16155_70_hippie_M_046455.json, W_15595_00_metrosexual_M_046491.json, W_16681_70_hippie_M_046488.json, W_16170_70_hippie_M_046471.json, W_64955_50_ivy_M_046453.json, W_15388_00_metrosexual_M_046458.json, W_16157_70_hippie_M_046463.json",,
61288,"W_09404_10_sportivecasual_W_100146.json, W_01266_10_athleisure_W_100153.json","W_04087_10_athleisure_W_100161.json, W_03561_00_cityglam_W_100143.json, W_01374_50_feminine_W_100147.json, W_18743_19_normcore_W_100170.json, W_01259_90_lingerie_W_100142.json, W_13784_80_powersuit_W_100150.json",,
67541,,W_60484_10_sportivecasual_W_223295.json,,
28522,W_04814_60_popart_W_046585.json,"W_13663_90_hiphop_W_046595.json, W_01084_10_sportivecasual_W_046567.json","W_14357_70_disco_W_046563.json, W_14914_50_feminine_W_046577.json",
28523,"W_07021_90_hiphop_M_046635.json, W_07025_10_sportivecasual_M_046629.json, W_04309_90_hiphop_M_046602.json, W_17715_19_normcore_M_046638.json","W_06563_70_hippie_M_046600.json, W_03287_60_mods_M_046615.json, W_09227_50_ivy_M_046614.json",W_07025_10_sportivecasual_M_046629.json,
28530,"W_06232_10_sportivecasual_M_046779.json, W_15877_80_bold_M_046776.json, W_06730_90_hiphop_M_046785.json, W_07324_50_ivy_M_046781.json, W_06843_60_mods_M_046765.json, W_10098_50_ivy_M_046773.json, W_06629_90_hiphop_M_046760.json","W_11105_00_metrosexual_M_046778.json, W_15578_70_hippie_M_046783.json, W_06739_90_hiphop_M_046793.json, W_10804_50_ivy_M_046748.json, W_07290_50_ivy_M_046756.json",,"W_06739_90_hiphop_M_046793.json, W_07290_50_ivy_M_046756.json"
28534,"W_09186_10_sportivecasual_M_046820.json, W_12207_60_mods_M_046815.json, W_04622_60_mods_M_046840.json, W_15505_70_hippie_M_046816.json, W_01495_10_sportivecasual_M_046829.json, W_12224_80_bold_M_046809.json, W_15294_50_ivy_M_046806.json","W_16299_10_sportivecasual_M_046804.json, W_15574_00_metrosexual_M_046836.json, W_17807_10_sportivecasual_M_046837.json, W_16449_10_sportivecasual_M_046845.json","W_04622_60_mods_M_046840.json, W_15294_50_ivy_M_046806.json",W_16503_70_hippie_M_046808.json
61305,T_15749_19_normcore_W_100229.json,"T_10504_00_ecology_W_100243.json, T_11248_00_oriental_W_100268.json",,
61310,"W_18560_70_military_W_100290.json, W_08885_10_sportivecasual_W_100294.json, W_05580_10_sportivecasual_W_100286.json","W_07675_80_bodyconscious_W_100300.json, W_03816_90_lingerie_W_100284.json, W_00473_19_genderless_W_100296.json, W_19945_70_hippie_W_100315.json",W_05580_10_sportivecasual_W_100286.json,W_19945_70_hippie_W_100315.json
61319,"W_19818_70_punk_W_100357.json, W_08578_80_bodyconscious_W_100358.json",,,
28553,,W_22210_70_disco_W_046916.json,,
61322,,W_04782_50_feminine_W_100413.json,W_08754_70_military_W_100390.json,
28555,"W_06531_60_mods_M_046982.json, W_06537_50_ivy_M_046948.json, W_02696_60_mods_M_046957.json","W_16693_70_hippie_M_046958.json, W_17427_00_metrosexual_M_046969.json, W_15587_70_hippie_M_046991.json, W_12635_70_hippie_M_046975.json, W_12116_80_bold_M_046984.json, W_07123_70_hippie_M_046966.json",W_06531_60_mods_M_046982.json,"W_16693_70_hippie_M_046958.json, W_12635_70_hippie_M_046975.json, W_04670_10_sportivecasual_M_046995.json"
61327,,,T_05321_50_classic_W_100447.json,
28563,W_12327_80_bold_M_047009.json,"W_12440_80_bold_M_047042.json, W_15527_90_hiphop_M_047043.json, W_12328_80_bold_M_047001.json",,
61333,"W_01706_90_hiphop_M_100506.json, T_15947_10_sportivecasual_M_100489.json",T_15367_00_metrosexual_M_100476.json,,W_01654_90_hiphop_M_100481.json
28566,"W_07061_90_hiphop_M_047093.json, W_01526_60_mods_M_047065.json, W_06633_50_ivy_M_047064.json","W_17251_50_ivy_M_047056.json, W_15125_50_ivy_M_047073.json, W_02754_70_hippie_M_047091.json, W_17168_60_mods_M_047090.json, W_15458_70_hippie_M_047058.json, W_16423_90_hiphop_M_047068.json, W_15861_60_mods_M_047057.json, W_15438_70_hippie_M_047083.json",W_04207_50_ivy_M_047081.json,W_12460_60_mods_M_047074.json
61337,"W_15400_60_mods_M_100552.json, W_02678_50_ivy_M_100526.json, W_16387_10_sportivecasual_M_100524.json","W_24977_70_hippie_M_100528.json, W_29593_90_hiphop_M_100547.json, W_16502_90_hiphop_M_100522.json, W_26963_90_hiphop_M_100555.json, W_24141_50_ivy_M_100551.json","W_04207_50_ivy_M_100535.json, W_12567_60_mods_M_100511.json",W_24141_50_ivy_M_100551.json
28571,"W_07141_10_sportivecasual_M_047120.json, W_06753_60_mods_M_047140.json, W_09140_60_mods_M_047115.json, W_00813_10_sportivecasual_M_047112.json, W_12621_10_sportivecasual_M_047137.json, W_00073_50_ivy_M_047106.json, W_02713_70_hippie_M_047100.json, W_12826_50_ivy_M_047139.json, W_06690_19_normcore_M_047147.json, W_09817_90_hiphop_M_047102.json, W_01606_10_sportivecasual_M_047104.json, W_00866_90_hiphop_M_047127.json, W_02943_90_hiphop_M_047143.json","W_15716_90_hiphop_M_047110.json, W_06735_50_ivy_M_047123.json, W_15279_80_bold_M_047109.json, W_06567_00_metrosexual_M_047144.json, W_07035_19_normcore_M_047121.json, W_12128_80_bold_M_047101.json, W_15871_60_mods_M_047132.json, W_15388_00_metrosexual_M_047136.json, W_15817_60_mods_M_047124.json, W_10805_80_bold_M_047126.json, W_11063_00_metrosexual_M_047128.json, W_06870_19_normcore_M_047138.json, W_12360_80_bold_M_047134.json, W_16452_70_hippie_M_047108.json, W_17639_00_metrosexual_M_047119.json, W_10791_19_normcore_M_047130.json, W_04620_19_normcore_M_047105.json, W_15596_70_hippie_M_047141.json, W_10056_60_mods_M_047099.json, W_16916_19_normcore_M_047146.json, W_16525_70_hippie_M_047116.json, W_15527_90_hiphop_M_047135.json, W_16628_10_sportivecasual_M_047145.json, W_12690_10_sportivecasual_M_047129.json, W_16247_70_hippie_M_047125.json, W_12168_80_bold_M_047142.json, W_17532_70_hippie_M_047133.json, W_16203_90_hiphop_M_047118.json, W_12761_50_ivy_M_047114.json, W_11116_00_metrosexual_M_047103.json, W_06735_50_ivy_M_047098.json, W_16068_80_bold_M_047117.json, W_04583_19_normcore_M_047113.json",W_00073_50_ivy_M_047106.json,"W_15716_90_hiphop_M_047110.json, W_15910_60_mods_M_047107.json, W_12128_80_bold_M_047101.json, W_16465_10_sportivecasual_M_047122.json, W_06576_50_ivy_M_047131.json, W_16452_70_hippie_M_047108.json, W_16247_70_hippie_M_047125.json, W_17532_70_hippie_M_047133.json"
28572,W_03510_60_minimal_W_047157.json,"W_18335_00_oriental_W_047186.json, W_02054_80_bodyconscious_W_047151.json, W_13841_60_minimal_W_047182.json",W_05791_10_sportivecasual_W_047170.json,
61341,,"T_12120_00_ecology_W_100573.json, W_14700_50_feminine_W_100585.json",,T_04629_90_hiphop_W_100597.json
12188,W_42868_10_sportivecasual_W_016258.json,,,
61346,"W_13495_60_minimal_W_100661.json, W_00465_50_classic_W_100685.json",W_62313_00_oriental_W_100681.json,,W_62313_00_oriental_W_100681.json
28581,"W_04610_10_sportivecasual_M_047204.json, W_09125_60_mods_M_047232.json","W_10793_50_ivy_M_047239.json, W_09154_50_ivy_M_047214.json, W_16625_90_hiphop_M_047235.json, W_17743_50_ivy_M_047198.json, W_04632_90_hiphop_M_047218.json, W_01758_50_ivy_M_047223.json, W_15447_70_hippie_M_047216.json, W_06547_00_metrosexual_M_047211.json, W_01805_70_hippie_M_047208.json, W_09227_50_ivy_M_047231.json, W_16710_00_metrosexual_M_047244.json",,"W_09154_50_ivy_M_047214.json, W_06547_00_metrosexual_M_047211.json"
61357,W_32203_60_minimal_W_100727.json,W_00626_70_hippie_W_100712.json,,
61358,"W_08004_60_popart_W_100786.json, W_05414_10_sportivecasual_W_100782.json","W_01899_10_sportivecasual_W_100774.json, W_03118_50_feminine_W_100776.json",,
28595,"W_30406_60_mods_M_047290.json, W_05883_50_ivy_M_047273.json",,,
61363,,W_09376_00_cityglam_W_100848.json,,W_09376_00_cityglam_W_100848.json
28596,"T_02142_90_hiphop_M_047316.json, W_09132_60_mods_M_047329.json, W_15177_60_mods_M_047337.json, W_15218_60_mods_M_047307.json",,,
61370,"W_05960_70_hippie_W_100870.json, W_13734_50_feminine_W_100900.json",W_13758_80_bodyconscious_W_100903.json,,
61371,"T_12464_19_normcore_W_100948.json, T_08285_10_sportivecasual_W_100914.json",T_08584_10_sportivecasual_W_100955.json,T_12453_19_lounge_W_100956.json,
28603,W_01116_50_feminine_W_047378.json,,,
61372,W_28488_80_powersuit_W_100986.json,,,
61374,W_00253_50_feminine_W_101008.json,"W_46417_70_military_W_101043.json, T_08899_60_minimal_W_101017.json",,
12223,"W_08866_10_sportivecasual_W_016358.json, W_14123_70_hippie_W_016362.json, W_05808_19_genderless_W_016350.json, W_09060_19_normcore_W_016359.json",,W_08866_10_sportivecasual_W_016358.json,W_18094_60_space_W_016328.json
61375,"W_01706_90_hiphop_M_101070.json, W_30112_50_ivy_M_101083.json, W_26245_50_ivy_M_101058.json, W_24020_60_mods_M_101059.json, W_12214_70_hippie_M_101068.json",,W_12214_70_hippie_M_101068.json,W_15497_70_hippie_M_101093.json
28606,W_10523_00_ecology_W_047416.json,"W_03771_00_oriental_W_047441.json, W_01208_10_athleisure_W_047401.json, W_02140_10_sportivecasual_W_047434.json",,"W_03771_00_oriental_W_047441.json, W_02140_10_sportivecasual_W_047434.json"
28619,"W_10834_50_ivy_M_047445.json, W_27850_50_ivy_M_047470.json, W_25587_10_sportivecasual_M_047475.json","W_26196_50_ivy_M_047484.json, W_27630_90_hiphop_M_047473.json",W_27850_50_ivy_M_047470.json,W_28022_50_ivy_M_047477.json
61389,W_03693_10_athleisure_W_101147.json,"W_14930_50_classic_W_101116.json, W_13735_90_lingerie_W_101145.json",,W_14930_50_classic_W_101116.json
28622,"W_03580_60_minimal_W_047526.json, W_09449_50_feminine_W_047517.json, W_01378_10_sportivecasual_W_047514.json, W_13518_80_powersuit_W_047495.json, W_13036_80_powersuit_W_047520.json","W_16917_10_athleisure_W_047516.json, W_07755_50_feminine_W_047500.json, W_11613_90_kitsch_W_047521.json","W_13518_80_powersuit_W_047495.json, W_07871_00_cityglam_W_047530.json",
45010,T_08808_10_sportivecasual_M_064905.json,T_04568_90_hiphop_M_064917.json,,
61397,"T_12207_80_bodyconscious_W_101169.json, T_08634_19_normcore_W_101190.json, T_12189_80_powersuit_W_101161.json","W_18422_50_classic_W_101199.json, T_13469_90_hiphop_W_101187.json",,
61412,W_18160_50_classic_W_101241.json,,W_18160_50_classic_W_101241.json,
61414,W_01380_10_sportivecasual_W_101305.json,"W_15042_19_lounge_W_101298.json, W_01899_10_sportivecasual_W_101297.json, W_06083_80_bodyconscious_W_101302.json, W_05941_60_popart_W_101267.json",,W_05941_60_popart_W_101267.json
28649,"W_14507_60_minimal_W_047587.json, W_07997_19_normcore_W_047618.json, W_09651_60_space_W_047603.json, W_08918_90_kitsch_W_047615.json","W_13068_80_powersuit_W_047614.json, W_10614_80_bodyconscious_W_047630.json",,
28650,,W_40690_80_bodyconscious_W_047647.json,,W_33876_60_popart_W_047653.json
61427,W_08892_10_sportivecasual_W_101329.json,W_09755_00_ecology_W_101353.json,,
28669,,W_38656_10_sportivecasual_W_047687.json,,W_38656_10_sportivecasual_W_047687.json
61438,,W_00217_60_space_W_101406.json,,
61443,"W_05835_10_sportivecasual_W_101446.json, W_13329_50_feminine_W_101423.json","W_19395_70_hippie_W_101409.json, W_10166_80_powersuit_W_101443.json",W_13329_50_feminine_W_101423.json,"W_08862_10_sportivecasual_W_101454.json, W_14783_60_minimal_W_101424.json"
61446,W_04852_50_feminine_W_101465.json,,,
28682,,"W_24210_50_ivy_M_047729.json, W_17499_70_hippie_M_047756.json",,
61460,"W_19158_90_kitsch_W_101640.json, W_05725_19_lounge_W_101635.json, W_07906_00_ecology_W_101625.json","W_13858_80_bodyconscious_W_101598.json, W_18119_70_disco_W_101622.json, W_06099_10_sportivecasual_W_101626.json",W_19158_90_kitsch_W_101640.json,W_08641_90_hiphop_W_101615.json
28695,T_00770_60_minimal_W_047820.json,,,
61468,"W_06575_60_mods_M_101679.json, W_04394_90_hiphop_M_101665.json, W_09770_60_mods_M_101654.json, W_04603_50_ivy_M_101653.json","W_24922_50_ivy_M_101645.json, W_24111_70_hippie_M_101680.json, W_10056_60_mods_M_101687.json, W_27674_10_sportivecasual_M_101667.json, W_25766_00_metrosexual_M_101675.json, W_10066_50_ivy_M_101661.json, W_24715_00_metrosexual_M_101683.json",,W_10066_50_ivy_M_101661.json
28700,"W_17945_10_sportivecasual_M_047835.json, W_06703_50_ivy_M_047837.json, W_00487_60_mods_M_047822.json","W_02715_70_hippie_M_047839.json, W_16523_19_normcore_M_047869.json, W_00093_70_hippie_M_047848.json, W_15376_60_mods_M_047855.json, W_07012_00_metrosexual_M_047834.json",W_06955_10_sportivecasual_M_047860.json,W_17062_19_normcore_M_047844.json
12322,,"W_07755_50_feminine_W_016410.json, W_02435_70_punk_W_016428.json",,W_07916_80_powersuit_W_016413.json
61482,"W_01084_10_sportivecasual_W_101742.json, W_14865_60_minimal_W_101729.json",,,
61486,W_10543_19_lounge_W_101793.json,"W_11333_00_oriental_W_101774.json, W_10183_00_oriental_W_101749.json, W_13230_19_genderless_W_101776.json, W_13086_80_powersuit_W_101763.json",,
61489,"T_15720_10_sportivecasual_W_101833.json, T_01989_50_classic_W_101802.json",,,
61491,"W_13125_80_powersuit_W_101855.json, W_12033_00_cityglam_W_101874.json, W_06435_10_sportivecasual_W_101875.json, W_14570_60_minimal_W_101853.json, W_05606_90_hiphop_W_101864.json","W_14444_80_bodyconscious_W_101880.json, W_14178_70_hippie_W_101879.json",W_14570_60_minimal_W_101853.json,W_14444_80_bodyconscious_W_101880.json
61493,"W_09217_00_metrosexual_M_101940.json, W_09182_90_hiphop_M_101939.json, W_04232_50_ivy_M_101935.json, W_09232_19_normcore_M_101943.json, W_06703_50_ivy_M_101910.json, W_02818_60_mods_M_101895.json, W_10107_60_mods_M_101920.json, W_17445_80_bold_M_101913.json, W_17715_19_normcore_M_101934.json, W_04661_10_sportivecasual_M_101908.json, W_06666_90_hiphop_M_101906.json, W_07290_50_ivy_M_101927.json, W_06688_60_mods_M_101928.json, W_04679_10_sportivecasual_M_101916.json, W_12813_50_ivy_M_101894.json, W_06953_10_sportivecasual_M_101933.json, W_12230_80_bold_M_101897.json, W_02881_10_sportivecasual_M_101900.json, W_12220_80_bold_M_101905.json, W_17174_50_ivy_M_101902.json, W_12291_80_bold_M_101922.json","W_04610_10_sportivecasual_M_101918.json, W_15795_70_hippie_M_101937.json, W_12496_80_bold_M_101938.json, W_12345_80_bold_M_101930.json, W_16247_70_hippie_M_101904.json, W_16766_00_metrosexual_M_101924.json, W_15312_60_mods_M_101936.json, W_06791_00_metrosexual_M_101915.json, W_15701_90_hiphop_M_101931.json, W_11027_70_hippie_M_101921.json, W_04463_90_hiphop_M_101923.json, W_02728_60_mods_M_101903.json, W_16695_19_normcore_M_101909.json, W_15635_70_hippie_M_101912.json, W_16552_00_metrosexual_M_101932.json, W_00822_90_hiphop_M_101914.json, W_16014_70_hippie_M_101896.json, W_00860_00_metrosexual_M_101907.json, W_06993_90_hiphop_M_101898.json, W_15596_70_hippie_M_101929.json, W_16332_19_normcore_M_101926.json","W_09182_90_hiphop_M_101939.json, W_03003_19_normcore_M_101942.json, W_09277_10_sportivecasual_M_101941.json, W_10107_60_mods_M_101920.json, W_17235_60_mods_M_101911.json, W_07290_50_ivy_M_101927.json","W_06715_00_metrosexual_M_101899.json, W_16247_70_hippie_M_101904.json, W_17787_50_ivy_M_101919.json, W_15701_90_hiphop_M_101931.json, W_04463_90_hiphop_M_101923.json, W_17062_19_normcore_M_101901.json, W_02728_60_mods_M_101903.json"
28725,,W_05271_50_feminine_W_047904.json,,W_05271_50_feminine_W_047904.json
67583,,"T_03634_00_metrosexual_M_224587.json, W_25107_70_hippie_M_224591.json, T_03643_00_metrosexual_M_224594.json",,
12348,W_14733_19_normcore_W_016457.json,"W_10443_00_ecology_W_016455.json, W_18759_50_feminine_W_016458.json, W_06437_90_grunge_W_016479.json",,
61502,,W_27093_60_popart_W_101978.json,,
61503,,T_05736_19_lounge_W_102009.json,T_12567_80_powersuit_W_102030.json,
61506,"T_17025_19_normcore_M_102086.json, W_06889_90_hiphop_M_102048.json","W_06933_90_hiphop_M_102077.json, W_06926_90_hiphop_M_102084.json",W_06889_90_hiphop_M_102048.json,"W_06875_90_hiphop_M_102062.json, W_12106_80_bold_M_102054.json, W_12112_80_bold_M_102083.json"
28739,,"W_25364_19_normcore_M_047928.json, W_15579_70_hippie_M_047948.json, W_24717_60_mods_M_047930.json, W_19647_70_hippie_M_047923.json, W_10122_60_mods_M_047922.json",,W_24717_60_mods_M_047930.json
61508,T_05653_19_lounge_W_102136.json,"W_18622_60_minimal_W_102097.json, W_38629_80_powersuit_W_102132.json",,W_18622_60_minimal_W_102097.json
28749,"W_07569_00_cityglam_W_048059.json, W_05558_10_sportivecasual_W_048060.json, W_19158_90_kitsch_W_048041.json",W_18949_70_disco_W_048023.json,W_19158_90_kitsch_W_048041.json,"W_05760_60_minimal_W_048047.json, W_18949_70_disco_W_048023.json"
28750,W_38629_80_powersuit_W_048082.json,,,
61520,W_46562_80_powersuit_W_102141.json,,,
61522,W_19031_50_classic_W_102204.json,,,
28754,W_06320_19_normcore_W_048145.json,"W_00329_60_popart_W_048155.json, W_01205_70_hippie_W_048156.json, W_04179_00_cityglam_W_048142.json, W_09410_90_lingerie_W_048141.json",,W_05917_60_space_W_048130.json
61527,,"T_20251_19_normcore_M_102299.json, T_20369_19_normcore_M_102335.json",,
28767,,W_10949_50_feminine_W_048231.json,,W_14572_50_classic_W_048215.json
61539,"T_01105_50_ivy_M_102363.json, T_15828_60_mods_M_102386.json, T_00130_50_ivy_M_102354.json","W_15800_90_hiphop_M_102358.json, W_16423_90_hiphop_M_102374.json",,
28771,,W_12027_90_kitsch_W_048277.json,,W_12027_90_kitsch_W_048277.json
61541,"W_18353_80_powersuit_W_102406.json, W_03151_80_bodyconscious_W_102398.json, W_03727_19_genderless_W_102419.json","W_02232_70_hippie_W_102405.json, W_03772_90_lingerie_W_102432.json, W_13893_80_bodyconscious_W_102415.json, W_08306_10_athleisure_W_102426.json, W_05941_60_popart_W_102388.json, W_02057_60_minimal_W_102421.json","W_18353_80_powersuit_W_102406.json, W_03727_19_genderless_W_102419.json",W_05941_60_popart_W_102388.json
61549,"T_17808_19_normcore_M_102444.json, T_17807_19_normcore_M_102452.json, W_17779_80_bold_M_102440.json, W_07211_00_metrosexual_M_102458.json, W_17795_80_bold_M_102465.json",W_27133_90_hiphop_M_102441.json,,W_17783_80_bold_M_102481.json
28782,"T_03796_90_hiphop_M_048403.json, T_03945_90_hiphop_M_048379.json, W_24155_60_mods_M_048393.json, W_28849_70_hippie_M_048364.json",W_15283_60_mods_M_048376.json,,
28786,"W_04308_50_ivy_M_048449.json, W_10092_60_mods_M_048417.json, W_04759_90_hiphop_M_048420.json, W_01792_00_metrosexual_M_048429.json, W_01595_60_mods_M_048450.json, W_10112_50_ivy_M_048433.json","W_12869_19_normcore_M_048456.json, W_06638_60_mods_M_048409.json, W_16276_70_hippie_M_048410.json, W_15967_80_bold_M_048452.json, W_12521_90_hiphop_M_048428.json, W_12459_50_ivy_M_048424.json",W_10112_50_ivy_M_048433.json,
28787,"W_02740_50_ivy_M_048474.json, W_12813_50_ivy_M_048458.json, W_12708_50_ivy_M_048466.json, W_09250_50_ivy_M_048483.json, W_15236_60_mods_M_048467.json","W_15593_70_hippie_M_048460.json, W_04238_50_ivy_M_048491.json, W_06781_70_hippie_M_048468.json, W_01664_60_mods_M_048500.json, W_15701_90_hiphop_M_048503.json, W_15457_00_metrosexual_M_048479.json, W_11052_70_hippie_M_048476.json",W_12708_50_ivy_M_048466.json,W_15701_90_hiphop_M_048503.json
61555,T_12170_80_powersuit_W_102498.json,"W_18247_50_classic_W_102503.json, T_12402_80_powersuit_W_102531.json",,
28789,,W_17799_19_normcore_M_048557.json,,
